AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa,hyperopt.
0.9990610328638497,0.9619120657405762,0.05913642052565707,0.8811920214059075,0.9619120657405762,0.05913642052565707,0.8811920214059075,0.9619120657405762,0.05913642052565707,0.8811920214059075,0.9985755386554582,0.6714034536324981,0.33948685857321653,0.3396437687719142,0.011576971214017523,52.14040169716265,0.9960622907889662,0.007822277847309137,0.9843258097219999,0.9960622907889662,0.007822277847309137,0.9843258097219999,0.9960622907889662,0.007822277847309137,0.9843258097219999,52.221526908635795,1669.0,0.9956521852360185,nan,nan,0.19826687955488,3.0,nan,nan,0.5901482912442314,nan,nan,0.01915166562113,29.814462977732955,2.027027027027027,nan,nan,0.004094030352641959,nan,nan,1.18053e-09,2.0,nan,nan,47.778473091364205,1527.0,0.9520419938608541,0.12108886107634544,0.7569708778154078,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,94.5945945945946,0.0,0.0,0.0,100.0,0.28756000355035294,nan,nan,0.000777595577705,nan,nan,0.6794996247614244,nan,nan,0.00542648921343,nan,nan,0.9132329806576945,nan,nan,0.0184861208375775,nan,nan,0.997615519019934,0.01376720901126408,0.972417266903898,0.997615519019934,0.01376720901126408,0.972417266903898,0.997615519019934,0.01376720901126408,0.972417266903898,0.9451363376145694,0.05444305381727159,0.8908498653739637,0.9451363376145694,0.05444305381727159,0.8908498653739637,0.9451363376145694,0.05444305381727159,0.8908498653739637,0.1643989873053572,0.9728427352982838,0.06914893617021277,0.8609676573571107,0
0.8255813953488372,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.017391304347826087,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.813911752411268,90.15942028985508,nan,nan,3.063498642355853,39.25461616755085,nan,6.57117573055445,42.802898550724635,nan,nan,nan,1.6886196204361754,15.827503400802176,nan,0.7478828309967818,3.4550724637681136,nan,nan,-0.38843312376254074,3.337835264577127,nan,nan,nan,nan,nan,0.0,0.0,6.0,345.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,nan,2.1256888395117097,19.346376811594208,nan,0.4681417978731725,4.170530797367548,nan,5.901776568203553,34.344927536231886,nan,1.918445936350417,14.206082045720775,nan,11.31103980397396,74.94202898550725,nan,2.9154448302673353,24.44788572159709,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
0.9954977488744372,0.9360315277777779,0.1335,0.8516666666666667,0.9360315277777779,0.1335,0.8516666666666667,0.9360315277777779,0.1335,0.8516666666666667,3.321928094887362,0.7207469444444443,0.8065,0.10388888888888889,0.1085,nan,0.9277102777777778,0.1375,0.8472222222222223,0.9277102777777778,0.1375,0.8472222222222223,0.9277102777777778,0.1375,0.8472222222222223,10.0,200.0,nan,1.7012862999932459,1141.5704999999996,nan,10.0,0.8630705307139119,153.51158138902838,nan,-0.315188200704828,318.2703888888889,nan,nan,10.0,0.027560516903782382,49.58131318395632,nan,-1.3893209589478623,6.7674999999999965,nan,10.0,-1.0738237890694697,1.9854850353031415,10.0,200.0,0.9919074999999999,0.0765,0.915,0.0,10.0,217.0,2000.0,0.0,0.0,216.0,1.0,0.0,0.0,0.0,99.53917050691244,0.4608294930875576,nan,-0.6970467475463484,14.118125000000006,nan,-0.2190263674003187,5.542689317909613,nan,-0.40269116562873153,146.4797499999999,nan,-0.014119361298266794,30.290065676946117,nan,0.01138630535997398,684.5027499999998,nan,0.36651259782511425,91.59687126428517,0.9486284722222221,0.1575,0.8250000000000001,0.9486284722222221,0.1575,0.8250000000000001,0.9486284722222221,0.1575,0.8250000000000001,0.8927777777777776,0.193,0.7855555555555556,0.8927777777777776,0.193,0.7855555555555556,0.8927777777777776,0.193,0.7855555555555556,0.0,0.9753261111111112,0.044,0.951111111111111,0
0.6318051575931232,0.9269600826251608,0.055793991416309016,0.876873811577773,0.9269600826251608,0.055793991416309016,0.876873811577773,0.9269600826251608,0.055793991416309016,0.876873811577773,0.9293179372497983,0.9249080432694923,0.08869814020028613,0.8107527445175151,0.01430615164520744,nan,0.9269600826251608,0.055793991416309016,0.876873811577773,0.9269600826251608,0.055793991416309016,0.876873811577773,0.9269600826251608,0.055793991416309016,0.876873811577773,65.52217453505007,458.0,nan,12.6578780670256,4.417739628040058,nan,2.0,3.560657844495268,3.643857160492903,nan,1.6841150960407236,3.1357041002822355,nan,nan,2.0,1.477488666731089,2.7510805456186183,nan,-0.7988441354436415,1.589413447782546,nan,2.0,0.5928585326862892,1.7150779425067932,34.47782546494993,241.0,0.9883078465880973,0.04005722460658083,0.9125445722405428,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,10.0,2.28898426323319,0.22889842632331905,90.0,10.0,nan,-0.3083522161398966,2.836909871244634,nan,1.0449923682055797,2.3263320694866376,nan,0.18462131150511896,3.2074391988555093,nan,1.233136557961704,2.85537923921701,nan,1.57850674634774,3.49121208503258,nan,1.618319946298536,3.0525465017834734,0.952780445378608,0.055793991416309016,0.8756551129599474,0.952780445378608,0.055793991416309016,0.8756551129599474,0.952780445378608,0.055793991416309016,0.8756551129599474,0.9516904855835366,0.044349070100143065,0.9017452695441621,0.9516904855835366,0.044349070100143065,0.9017452695441621,0.9516904855835366,0.044349070100143065,0.9017452695441621,0.0,0.9752215115330954,0.04291845493562232,0.9044446672195541,0
0.9966032608695652,0.6599986009904834,0.4894772572980312,0.2302758889602379,0.6599986009904834,0.4894772572980312,0.2302758889602379,0.6599986009904834,0.4894772572980312,0.2302758889602379,1.5390345832497478,0.5552950487800741,0.572980312287848,0.0,0.006788866259334691,53.274885238451205,0.6520164081542908,0.5044127630685675,0.21816403682727648,0.6520164081542908,0.5044127630685675,0.21816403682727648,0.6520164081542908,0.5044127630685675,0.21816403682727648,42.701968771215206,629.0,1.8667550694041894,1.5296065513316615,32.53835709436525,0.07090633894894,4.0,1.0990139461060884,8.227244755470613,1.2208122969788784,0.2928560302339025,17.89986422267482,0.028888557457444283,41.259372029124556,3.125,0.6777315757939906,5.2928968090790125,0.380671663040156,-0.9438944908638565,3.2613713509843865,0.00258233237972,2.0,0.25644920548189276,2.3585488626874125,22.606924643584524,333.0,0.6798006519603141,0.506449422946368,0.2336054769068532,3.0,3.0,10.0,1473.0,0.0,0.0,2.0,8.0,30.0,0.0,0.0,20.0,80.0,0.6082239803272842,-0.9438944908638565,3.2613713509843865,0.00982050143438,0.25644920548189276,2.3585488626874125,1.4479885111323352,0.2928560302339025,17.899864222674818,0.03047421456026,0.6777315757939906,5.2928968090790125,1.757839343635201,1.5296065513316615,32.53835709436525,0.04013859922938,1.0990139461060884,8.227244755470613,0.6719876165083715,0.4881194840461643,0.24500740673149984,0.6719876165083715,0.4881194840461643,0.24500740673149984,0.6719876165083715,0.4881194840461643,0.24500740673149984,0.6012886776675508,0.5207060420909708,0.19342354382447932,0.6012886776675508,0.5207060420909708,0.19342354382447932,0.6012886776675508,0.5207060420909708,0.19342354382447932,0.9910312089651149,0.5810647503679196,0.551255940257977,0.14890873693558304,0
0.726332635725717,0.9910519616800724,0.013047759724273756,0.9738461616958994,0.9910519616800724,0.013047759724273756,0.9738461616958994,0.9910519616800724,0.013047759724273756,0.9738461616958994,0.9990678968724604,0.8894935275772204,0.11324470704086657,0.77457574608175,0.002831117676021664,5.0393135801657,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,51.7971442639094,4208.0,3.030432883772633,nan,nan,0.906074977384,12.0,nan,nan,1.4092554739602103,nan,nan,0.19825475850613955,6.108305922031972,5.130434782608695,nan,nan,-0.0,nan,nan,0.0,1.0,nan,nan,48.20285573609059,3916.0,0.9976229672941662,0.04899064500246184,0.9015972799616292,5.0,2.0,23.0,8124.0,2480.0,2480.0,0.0,23.0,21.73913043478261,30.526834071885773,1.3272536552993814,0.0,100.0,0.8286618104993447,nan,nan,0.034184520425602494,nan,nan,1.467128011861462,nan,nan,0.174606545183155,nan,nan,2.0533554351937426,nan,nan,0.27510225484918505,nan,nan,0.9999987256143267,0.00036927621861152144,0.9992605118549308,0.9999987256143267,0.00036927621861152144,0.9992605118549308,0.9999987256143267,0.00036927621861152144,0.9992605118549308,0.9995247148288974,0.0004923682914820286,0.9990140245420991,0.9995247148288974,0.0004923682914820286,0.9990140245420991,0.9995247148288974,0.0004923682914820286,0.9990140245420991,3.1809710899501766,1.0,0.0,1.0,0
0.9782293178519593,0.8776120291543702,0.14347826086956522,0.7101750574897961,0.8776120291543702,0.14347826086956522,0.7101750574897961,0.8776120291543702,0.14347826086956522,0.7101750574897961,0.9912308989033523,0.8590375996121823,0.14492753623188406,0.7116180318139644,0.02318840579710145,10.987754965826467,0.8928568391151631,0.1608695652173913,0.6739935471238732,0.8928568391151631,0.1608695652173913,0.6739935471238732,0.8928568391151631,0.1608695652173913,0.6739935471238732,55.507246376811594,383.0,3.4964402118046265,214.66997242752777,1017.3855072463792,0.42570942667283,14.0,13.140655014445356,5210.102598302697,1.2537639123535842,49.931703911167034,207.0584299702253,0.09021232289819223,12.897922945277674,4.2,4.423867143578692,901.5091409447066,0.5010395545266964,1.1192361294529984,2.22340579710145,0.0006029571694,2.0,1.1458915555559273,3.3465133592781324,44.492753623188406,307.0,0.8940115780808026,0.21594202898550724,0.5492647768025463,5.0,2.0,16.0,690.0,37.0,67.0,6.0,10.0,31.25,5.36231884057971,0.6068840579710145,37.5,62.5,0.8162006158245964,1.9853254475312268,2.355851449275366,0.005378837210200001,1.403082732387671,4.48383336548978,0.9847953334568664,15.348780875597205,18.163447864563295,0.02960326183246,2.8076616546800306,8.468012873399704,1.39388043097786,91.78956656083423,392.35745509815314,0.13272286566341002,7.149553646695756,1432.8807257446028,0.8857766135685188,0.14492753623188406,0.7105146127188972,0.8857766135685188,0.14492753623188406,0.7105146127188972,0.8857766135685188,0.14492753623188406,0.7105146127188972,0.7672209006951606,0.2492753623188406,0.49105006303980503,0.7672209006951606,0.2492753623188406,0.49105006303980503,0.7672209006951606,0.2492753623188406,0.49105006303980503,4.049691346263318,0.8184187921517933,0.1782608695652174,0.6382815496739548,0
0.5695695695695696,0.7208285714285714,0.273,0.3056968463886062,0.7208285714285714,0.273,0.3056968463886062,0.7208285714285714,0.273,0.3056968463886062,0.8812908992306927,0.6647619047619048,0.3,0.0,0.021,43.593036016305035,0.6617476190476189,0.279,0.24431202600216673,0.6617476190476189,0.279,0.24431202600216673,0.6617476190476189,0.279,0.24431202600216673,70.0,700.0,2.6666777598518516,4.292590308048501,3271.257999999999,0.09473884155264,10.0,1.9496276798326246,2822.7368759604396,1.433893225502841,0.9242775257981102,476.58385714285697,0.02021632305905615,69.92749860170595,4.0,0.9203791257169068,407.04761882821174,0.2283640258405646,-1.3814485027493755,1.1549999999999998,0.00096366001491,2.0,-0.5313481143125632,0.3620857717531919,30.0,300.0,0.786047619047619,0.248,0.3724696356275304,3.0,2.0,21.0,1000.0,0.0,0.0,7.0,14.0,14.285714285714285,0.0,0.0,33.33333333333333,66.66666666666666,0.9089779148834296,-1.2104731179379757,1.407,0.005310005973835,-0.2725698140337198,0.5776544682460991,1.5321036281187235,0.9197813600546327,2.9730000000000003,0.01275318647802,1.09418417155554,1.1187146743126737,1.8749120301493503,1.6492736936699308,35.54600000000001,0.02650410754481,1.909444721297511,12.058814452756392,0.7002928571428572,0.269,0.22254335260115596,0.7002928571428572,0.269,0.22254335260115596,0.7002928571428572,0.269,0.22254335260115596,0.6580238095238096,0.298,0.2781007751937982,0.6580238095238096,0.298,0.2781007751937982,0.6580238095238096,0.298,0.2781007751937982,2.0380986614602725,0.649047619047619,0.286,0.30447470817120614,0
0.14811606756171503,0.9818610345883074,0.04199134199134199,0.951010101010101,0.9818610345883074,0.04199134199134199,0.951010101010101,0.9818610345883074,0.04199134199134199,0.951010101010101,2.8073549220576046,0.7749482924482924,0.7155844155844155,0.16515151515151513,0.008658008658008658,nan,0.9766948707857798,0.047186147186147186,0.9449494949494949,0.9766948707857798,0.047186147186147186,0.9449494949494949,0.9766948707857798,0.047186147186147186,0.9449494949494949,14.285714285714285,330.0,nan,339.2210942729759,124.9138528138528,nan,7.0,16.900935254869903,72.95653249057915,nan,38.51719076973927,24.633144132657648,nan,nan,7.0,3.3209588546592426,25.314714480981483,nan,-1.215870969891144,-12.69086035930736,nan,7.0,-0.8853608418421668,0.0,14.285714285714285,330.0,0.9707547334820061,0.1974025974025974,0.7696969696969697,0.0,7.0,20.0,2310.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,95.0,5.0,nan,0.09497152241672613,0.0143338,nan,0.6910972018286047,1.5453355472372121,nan,0.6887408923151641,8.24369225068576,nan,1.3027814412574135,19.571818883228,nan,34.34011897757074,37.05159498454545,nan,5.366954506409352,43.527458022681365,0.978708732345096,0.06926406926406926,0.9191919191919191,0.978708732345096,0.06926406926406926,0.9191919191919191,0.978708732345096,0.06926406926406926,0.9191919191919191,0.9676767676767676,0.05541125541125541,0.9353535353535352,0.9676767676767676,0.05541125541125541,0.9353535353535352,0.9676767676767676,0.05541125541125541,0.9353535353535352,0.0,0.9725899689536053,0.048484848484848485,0.9434343434343433,0
0.5501955671447197,0.7186641791044776,0.26953125,0.38164732240097077,0.7186641791044776,0.26953125,0.38164732240097077,0.7186641791044776,0.26953125,0.38164732240097077,0.9331343166407831,0.7111194029850746,0.2721354166666667,0.39105890922334524,0.01171875,nan,0.7074365671641791,0.2760416666666667,0.38177399756986635,0.7074365671641791,0.2760416666666667,0.38177399756986635,0.7074365671641791,0.2760416666666667,0.38177399756986635,65.10416666666666,500.0,nan,7.214259554348853,120.89453125,nan,2.0,2.272250858431569,115.24400235133837,nan,2.775362395442404,44.98579117838542,nan,nan,2.0,0.5292461289375233,25.7337429754516,nan,-0.5200718661530077,0.4718763020833333,nan,2.0,-1.8436079833551307,0.3313285950127748,34.89583333333333,268.0,0.8082686567164178,0.24088541666666666,0.45812356979405044,1.0,2.0,9.0,768.0,0.0,0.0,8.0,1.0,11.11111111111111,0.0,0.0,88.88888888888889,11.11111111111111,nan,0.2796097882539714,8.017903645833334,nan,-0.29439306721970576,4.4982236271180085,nan,1.9668008946784574,32.61673177083334,nan,0.5377137404718786,13.856224554203179,nan,5.491254286007905,77.1259765625,nan,1.722332475016523,28.81841543901336,0.7629141791044775,0.2825520833333333,0.3517752123720321,0.7629141791044775,0.2825520833333333,0.3517752123720321,0.7629141791044775,0.2825520833333333,0.3517752123720321,0.6644477611940298,0.3072916666666667,0.32719605630456744,0.6644477611940298,0.3072916666666667,0.32719605630456744,0.6644477611940298,0.3072916666666667,0.32719605630456744,0.0,0.6434029850746269,0.3098958333333333,0.2960315504067045,0
